play_id,title,group_id,dominant_theme,theme_combination,avg_intensity,peak_scene_id,scene_count,speech_count,node_count,edge_count,density,linkage_hypotheses
03013007,高平关,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,40.262228,scene_002,3,155,6,13,0.866667,伦理/婚恋主题依赖较密集的人物关系呈现
03013008,打窦瑶,03000000,仕途功名,仕途功名 + 家庭伦理 + 忠奸冲突,53.502751,scene_006,9,192,13,47,0.602564,剧情存在多峰值推进
03014001,芦花记,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 权谋战争,34.287009,scene_001,1,111,6,15,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03014002,芦花河,03000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,55.140309,scene_016,24,353,16,47,0.391667,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03014003,得意缘,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,36.840049,scene_001,17,1003,30,163,0.374713,剧情存在多峰值推进
03016001,大回朝,03000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,36.617007,scene_002,2,78,6,12,0.8,
03016002,双带箭,03000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,40.375983,scene_012,13,305,15,42,0.4,剧情存在多峰值推进
03016003,下河东,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,50.508926,scene_010,15,230,17,41,0.301471,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03016004,白龙关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,48.170922,scene_008,17,289,29,83,0.204433,剧情存在多峰值推进
03016005,赛太岁,03000000,家庭伦理,家庭伦理 + 仕途功名 + 公案审判,48.702485,scene_003,8,589,17,79,0.580882,伦理/婚恋主题依赖较密集的人物关系呈现
03017001,反西凉,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,61.300561,scene_011,17,213,15,46,0.438095,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03017002,战渭南,03000000,权谋战争,权谋战争 + 家庭伦理 + 忠奸冲突,55.346331,scene_002,7,237,21,121,0.57619,高冲突主题与较强叙事强度同步
03017003,战冀州,03000000,权谋战争,权谋战争 + 家庭伦理 + 忠奸冲突,60.590248,scene_010,13,381,30,148,0.34023,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03017004,赚历城,03000000,权谋战争,权谋战争 + 家庭伦理 + 复仇雪恨,70.252702,scene_013,14,148,16,45,0.375,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03017005,葭萌关,03000000,权谋战争,权谋战争 + 家庭伦理 + 复仇雪恨,43.186009,scene_002,10,462,32,154,0.310484,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03018001,登台笑客,03000000,婚恋离合,婚恋离合 + 家庭伦理 + 权谋战争,36.33733,scene_016,19,343,21,79,0.37619,剧情存在多峰值推进
03018002,海潮珠,03000000,仕途功名,仕途功名 + 婚恋离合 + 家庭伦理,45.381722,scene_023,24,419,24,89,0.322464,剧情存在多峰值推进
03019001,打瓜园,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 公案审判,40.427568,scene_003,6,330,14,73,0.802198,伦理/婚恋主题依赖较密集的人物关系呈现
03019002,扈家庄,03000000,权谋战争,权谋战争 + 家庭伦理 + 忠奸冲突,48.564443,scene_007,11,79,14,39,0.428571,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03019003,金猛关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 公案审判,49.873354,scene_002,21,454,19,90,0.526316,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
03019004,取金陵,03000000,权谋战争,权谋战争 + 忠奸冲突 + 家庭伦理,46.939516,scene_012,17,246,24,91,0.32971,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03019005,夺太仓,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,47.269128,scene_014,18,190,22,90,0.38961,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03020001,孟母三迁,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,31.099424,scene_002,3,42,3,2,0.666667,伦理/婚恋主题依赖较密集的人物关系呈现
03020002,游湖阴配,03000000,家庭伦理,家庭伦理 + 神怪仙佛 + 婚恋离合,47.422645,scene_015,19,237,17,43,0.316176,剧情存在多峰值推进
03021001,花园赠金,03000000,婚恋离合,婚恋离合 + 家庭伦理 + 仕途功名,19.621902,scene_001,1,55,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03021002,彩楼配,03000000,婚恋离合,婚恋离合 + 家庭伦理 + 仕途功名,44.373069,scene_001,2,35,8,13,0.464286,
03021003,三击掌,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 公案审判,32.607274,scene_001,1,93,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03021004,投军降马,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 权谋战争,37.003882,scene_002,4,137,10,29,0.644444,伦理/婚恋主题依赖较密集的人物关系呈现
03021005,平贵别窑,03000000,婚恋离合,婚恋离合 + 家庭伦理 + 权谋战争,42.540611,scene_002,3,86,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
03021006,误卯三打,03000000,权谋战争,权谋战争 + 公案审判 + 仕途功名,40.437712,scene_001,6,137,11,27,0.490909,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03021007,探寒窑,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,41.57002,scene_001,1,92,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03021008,鸿雁捎书,03000000,婚恋离合,婚恋离合 + 仕途功名 + 家庭伦理,34.142245,scene_001,1,5,1,0,0.0,
03021009,赶三关,03000000,仕途功名,仕途功名 + 家庭伦理 + 婚恋离合,43.627721,scene_003,5,162,9,20,0.555556,
03021010,武家坡,03000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,32.704256,scene_001,2,262,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
03021011,算军粮,03000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,30.561126,scene_001,1,84,10,45,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03021012,银空山,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,49.730598,scene_002,7,58,7,8,0.380952,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03021013,大登殿,03000000,仕途功名,仕途功名 + 家庭伦理 + 公案审判,52.977199,scene_001,1,103,9,28,0.777778,
03022001,风尘三侠,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,33.693224,scene_031,33,823,39,123,0.165992,剧情存在多峰值推进
03022002,沙叱利,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,44.979895,scene_015,16,382,14,45,0.494505,
03022003,古押衙,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,39.788611,scene_014,23,551,27,102,0.290598,剧情存在多峰值推进
03023001,荀灌娘,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,34.908537,scene_020,21,477,20,79,0.415789,剧情存在多峰值推进
03026001,坛山谷,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,49.209178,scene_026,30,271,26,70,0.215385,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03026002,渡阴平,03000000,权谋战争,权谋战争 + 家庭伦理 + 神怪仙佛,42.642267,scene_011,18,518,30,123,0.282759,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03026003,假投降,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,55.0351,scene_012,19,259,28,98,0.259259,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03026004,取江油,03000000,权谋战争,权谋战争 + 忠义报国 + 家庭伦理,41.786093,scene_008,10,244,24,70,0.253623,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03027001,五雷阵,03000000,家庭伦理,家庭伦理 + 权谋战争 + 神怪仙佛,55.930876,scene_005,22,238,17,41,0.301471,剧情存在多峰值推进
03027002,白云山,03000000,仕途功名,仕途功名 + 家庭伦理 + 离别流亡,36.57523,scene_005,11,141,13,50,0.641026,剧情存在多峰值推进
03027004,徐庶劝友,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,27.350141,scene_001,2,35,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
03027005,骂王朗,03000000,权谋战争,权谋战争 + 仕途功名 + 忠奸冲突,55.88156,scene_003,4,65,9,19,0.527778,高冲突主题与较强叙事强度同步
03027006,骂杨广,03000000,仕途功名,仕途功名 + 家庭伦理 + 忠奸冲突,46.997339,scene_006,11,217,20,63,0.331579,剧情存在多峰值推进
03028001,潞安州,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,30.553701,scene_013,34,379,50,213,0.173878,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03028002,小商河,03000000,权谋战争,权谋战争 + 家庭伦理 + 神怪仙佛,46.636196,scene_002,6,72,12,28,0.424242,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03028003,牛皋招亲,03000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,40.077442,scene_006,9,269,16,70,0.583333,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03028005,汤怀自刎,03000000,权谋战争,权谋战争 + 仕途功名 + 公案审判,39.000164,scene_003,12,128,12,24,0.363636,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03028006,请宋灵,03000000,仕途功名,仕途功名 + 权谋战争 + 家庭伦理,50.595483,scene_008,19,235,21,77,0.366667,剧情存在多峰值推进
03029001,春秋配,03000000,家庭伦理,家庭伦理 + 公案审判 + 离别流亡,46.081063,scene_019,42,1577,43,240,0.265781,剧情存在多峰值推进
03029002,打樱桃,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,31.386174,scene_004,9,471,7,20,0.952381,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
03029003,送灯,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,32.673838,scene_001,1,105,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03030001,雁门关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,47.793827,scene_004,15,261,26,64,0.196923,剧情存在多峰值推进
03030002,雁门关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 离别流亡,48.360696,scene_007,10,234,29,83,0.204433,剧情存在多峰值推进
03030003,雁门关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,54.202601,scene_005,8,235,24,98,0.355072,
03030004,雁门关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,41.658114,scene_007,10,247,26,100,0.307692,剧情存在多峰值推进
03030005,雁门关,03000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,47.456012,scene_009,10,232,22,62,0.268398,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03030006,雁门关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,50.074349,scene_001,8,206,25,122,0.406667,剧情存在多峰值推进
03030007,雁门关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,42.078867,scene_004,9,367,44,282,0.298097,剧情存在多峰值推进
03031001,扫地挂画,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,29.957858,scene_001,1,273,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03031002,凤阳花鼓,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,39.892948,scene_001,1,284,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03031004,顶花砖,03000000,家庭伦理,家庭伦理 + 离别流亡 + 婚恋离合,47.786304,scene_001,1,238,4,6,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03031005,双摇会,03000000,家庭伦理,家庭伦理 + 离别流亡 + 公案审判,30.622447,scene_001,2,344,6,13,0.866667,伦理/婚恋主题依赖较密集的人物关系呈现
03031006,打面缸,03000000,家庭伦理,家庭伦理 + 仕途功名 + 公案审判,32.760035,scene_002,2,361,11,49,0.890909,伦理/婚恋主题依赖较密集的人物关系呈现
03031007,小过年,03000000,家庭伦理,家庭伦理 + 仕途功名 + 离别流亡,38.126354,scene_002,2,242,10,31,0.688889,伦理/婚恋主题依赖较密集的人物关系呈现
03031008,十八扯,03000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,45.48055,scene_001,1,231,2,1,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03033001,取洛阳,03000000,权谋战争,权谋战争 + 仕途功名 + 神怪仙佛,54.020788,scene_004,13,307,18,48,0.313725,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03033004,过巴州,03000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,49.868301,scene_003,11,191,8,21,0.75,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03033005,司马师逼宫,03000000,仕途功名,仕途功名 + 权谋战争 + 忠奸冲突,45.056395,scene_004,4,199,9,24,0.666667,
03033006,枣阳山,03000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,38.582107,scene_002,4,43,5,9,0.9,
03033007,打龙棚,03000000,仕途功名,仕途功名 + 家庭伦理 + 公案审判,58.156623,scene_001,1,234,7,21,1.0,单场折子戏呈现集中式关系网络
03034001,孟母断机,03000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,18.858977,scene_001,1,30,2,1,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03034002,孝感天,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,32.289429,scene_012,16,351,22,76,0.329004,
03034003,漂母饭信,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,30.793218,scene_003,4,65,7,11,0.52381,伦理/婚恋主题依赖较密集的人物关系呈现
03034004,陵母伏剑,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,44.491354,scene_016,17,261,20,82,0.431579,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03034005,钓金龟,03000000,家庭伦理,家庭伦理 + 仕途功名 + 公案审判,44.258771,scene_002,26,693,42,134,0.155633,剧情存在多峰值推进
03034006,太君辞朝,03000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,38.534054,scene_001,4,94,11,38,0.690909,
03037001,金瓶女,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 公案审判,40.453181,scene_022,29,645,31,119,0.255914,剧情存在多峰值推进
03037002,盗红绡,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,34.870317,scene_013,14,416,13,44,0.564103,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
03037003,陈圆圆,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,36.562644,scene_009,15,458,28,84,0.222222,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03038001,圯桥三进履,03000000,家庭伦理,家庭伦理 + 仕途功名 + 复仇雪恨,39.881714,scene_007,17,204,19,35,0.204678,剧情存在多峰值推进
03038002,黄金印,03000000,仕途功名,仕途功名 + 权谋战争 + 公案审判,31.840441,scene_004,14,392,26,104,0.32,剧情存在多峰值推进
03038003,秋生造律,03000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,41.401952,scene_003,34,724,49,195,0.165816,剧情存在多峰值推进
03039001,救雪艳,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,29.693616,scene_006,12,387,22,65,0.281385,剧情存在多峰值推进
03039002,一捧雪,03000000,家庭伦理,家庭伦理 + 仕途功名 + 离别流亡,46.476669,scene_004,9,385,17,54,0.397059,
03039004,傅氏发配,03000000,离别流亡,离别流亡 + 婚恋离合 + 家庭伦理,40.977605,scene_001,1,35,4,6,1.0,单场折子戏呈现集中式关系网络
03039005,雪杯圆,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,40.821917,scene_002,7,257,12,35,0.530303,伦理/婚恋主题依赖较密集的人物关系呈现
03039006,收雪艳,03000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,42.952011,scene_004,11,271,23,54,0.213439,剧情存在多峰值推进
03039007,祭雪艳,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 权谋战争,44.713877,scene_004,8,203,16,50,0.416667,剧情存在多峰值推进
03040001,双玉镯,03000000,家庭伦理,家庭伦理 + 公案审判 + 婚恋离合,39.992276,scene_001,1,872,35,595,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03040002,法门寺,03000000,家庭伦理,家庭伦理 + 公案审判 + 仕途功名,35.491567,scene_004,10,684,21,119,0.566667,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
03040003,刘瑾逛花园,03000000,家庭伦理,家庭伦理 + 神怪仙佛 + 公案审判,14.182587,scene_001,1,70,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03041001,飞将军,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,40.57008,scene_002,7,144,18,56,0.366013,高冲突主题与较强叙事强度同步
03041002,投笔封侯,03000000,仕途功名,仕途功名 + 权谋战争 + 家庭伦理,38.612037,scene_020,34,502,52,188,0.14178,剧情存在多峰值推进
03041003,玉门关,03000000,权谋战争,权谋战争 + 仕途功名 + 忠义报国,39.00476,scene_003,5,102,12,37,0.560606,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03041004,周瑜,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 神怪仙佛,24.127058,scene_003,17,441,27,113,0.321937,剧情存在多峰值推进
03041005,战山,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,46.755745,scene_001,4,118,4,3,0.5,
03041006,小显,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,60.33713,scene_001,2,28,7,13,0.619048,伦理/婚恋主题依赖较密集的人物关系呈现
03041007,双合印,03000000,家庭伦理,家庭伦理 + 公案审判 + 离别流亡,36.491118,scene_015,19,783,23,99,0.391304,剧情存在多峰值推进
03042001,父子圆,03000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,43.665517,scene_012,16,379,18,65,0.424837,剧情存在多峰值推进
03042002,卧虎山,03000000,家庭伦理,家庭伦理 + 权谋战争 + 复仇雪恨,59.100769,scene_011,12,225,12,30,0.454545,剧情存在多峰值推进
03042003,明末遗恨,03000000,仕途功名,仕途功名 + 权谋战争 + 家庭伦理,38.457325,scene_023,23,640,40,198,0.253846,剧情存在多峰值推进
03042004,史可法,03000000,权谋战争,权谋战争 + 仕途功名 + 公案审判,50.698283,scene_004,17,288,25,103,0.343333,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03042005,明末孤忠,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,66.327856,scene_003,18,263,22,80,0.34632,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03043003,涿州判,03000000,家庭伦理,家庭伦理 + 公案审判 + 权谋战争,48.021879,scene_011,12,748,33,144,0.272727,剧情存在多峰值推进
03044002,宁国府,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,45.183427,scene_013,24,652,34,116,0.206774,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03044003,火烧百凉楼,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,46.379237,scene_008,18,226,30,154,0.354023,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03044004,火烧百凉楼,03000000,权谋战争,权谋战争 + 忠奸冲突 + 家庭伦理,48.773459,scene_013,17,153,19,63,0.368421,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03046001,草桥关,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,44.186971,scene_011,20,348,23,76,0.300395,剧情存在多峰值推进
03046002,御果园,03000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,36.984979,scene_005,9,169,12,48,0.727273,剧情存在多峰值推进
03046003,白良关,03000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,47.33542,scene_007,12,267,12,32,0.484848,剧情存在多峰值推进
03046004,置田装疯,03000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,38.189842,scene_001,4,124,4,6,1.0,高冲突主题与较强叙事强度同步
03046005,沙陀国,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,44.008641,scene_001,11,489,16,50,0.416667,剧情存在多峰值推进
03046006,飞虎山,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,34.899111,scene_001,5,160,9,30,0.833333,伦理/婚恋主题依赖较密集的人物关系呈现
03046007,龙虎斗,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,39.499429,scene_005,7,64,4,4,0.666667,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03047001,好鹤失政,03000000,仕途功名,仕途功名 + 权谋战争 + 婚恋离合,55.313715,scene_002,21,384,44,160,0.169133,剧情存在多峰值推进
03047002,要离刺庆忌,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,52.72558,scene_020,23,476,36,120,0.190476,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03047003,哭秦庭,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,51.024164,scene_002,33,464,39,174,0.234818,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03047004,豫让桥,03000000,权谋战争,权谋战争 + 家庭伦理 + 复仇雪恨,50.759786,scene_011,23,412,32,109,0.219758,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03048001,打城隍,03000000,家庭伦理,家庭伦理 + 神怪仙佛 + 离别流亡,38.86198,scene_001,1,105,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03048005,瞎子逛灯,03000000,家庭伦理,家庭伦理 + 离别流亡 + 神怪仙佛,30.065826,scene_002,2,197,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
03048006,定计化缘,03000000,家庭伦理,家庭伦理 + 离别流亡 + 神怪仙佛,23.739708,scene_001,2,271,4,6,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
03050001,闹花灯,03000000,家庭伦理,家庭伦理 + 公案审判 + 婚恋离合,44.062763,scene_027,30,1252,53,274,0.198839,剧情存在多峰值推进
03050002,九焰山,03000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,44.072521,scene_006,22,764,45,208,0.210101,剧情存在多峰值推进
03050003,铁丘坟,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,37.15676,scene_019,44,905,67,194,0.087743,剧情存在多峰值推进
03051001,马陵道,03000000,家庭伦理,家庭伦理 + 神怪仙佛 + 仕途功名,35.05184,scene_013,14,323,29,77,0.189655,剧情存在多峰值推进
03051002,马陵道,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,43.983647,scene_006,20,383,20,61,0.321053,剧情存在多峰值推进
03051003,马陵道,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,37.250082,scene_006,21,455,34,128,0.228164,剧情存在多峰值推进
03051004,马陵道,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,55.657583,scene_013,14,266,24,70,0.253623,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03051005,马陵道,03000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,36.696655,scene_019,21,438,30,129,0.296552,剧情存在多峰值推进
03051006,马陵道,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,41.23589,scene_017,21,237,30,98,0.225287,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03051007,马陵道,03000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,31.525862,scene_017,21,282,32,129,0.260081,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03051008,马陵道,03000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,41.842422,scene_010,21,359,36,188,0.298413,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03052005,朝金顶,03000000,神怪仙佛,神怪仙佛 + 仕途功名 + 家庭伦理,33.44682,scene_006,9,82,13,23,0.294872,剧情存在多峰值推进;神怪主题可与舞台行动和情节转折联动分析
03053001,打銮驾,03000000,仕途功名,仕途功名 + 家庭伦理 + 公案审判,40.359688,scene_010,40,919,60,338,0.19096,剧情存在多峰值推进
03053002,铡包勉,03000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,34.014714,scene_001,1,322,10,45,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
03053003,遇皇后,03000000,仕途功名,仕途功名 + 家庭伦理 + 公案审判,51.711359,scene_003,4,89,6,15,1.0,
03053004,打龙袍,03000000,仕途功名,仕途功名 + 家庭伦理 + 公案审判,44.919684,scene_003,4,149,10,36,0.8,
03053005,闹东京,03000000,神怪仙佛,神怪仙佛 + 家庭伦理 + 仕途功名,30.952727,scene_010,14,312,35,112,0.188235,剧情存在多峰值推进;神怪主题可与舞台行动和情节转折联动分析
03053006,双包案,03000000,神怪仙佛,神怪仙佛 + 仕途功名 + 公案审判,31.188555,scene_001,2,65,12,57,0.863636,神怪主题可与舞台行动和情节转折联动分析
03053007,神虎报,03000000,家庭伦理,家庭伦理 + 公案审判 + 神怪仙佛,28.163035,scene_007,13,381,21,84,0.4,剧情存在多峰值推进
03054001,投刘表,03000000,家庭伦理,家庭伦理 + 权谋战争 + 忠奸冲突,36.343968,scene_007,7,178,15,64,0.609524,伦理/婚恋主题依赖较密集的人物关系呈现
03054002,襄阳宴,03000000,家庭伦理,家庭伦理 + 权谋战争 + 离别流亡,39.580559,scene_011,15,268,23,124,0.490119,剧情存在多峰值推进
03054003,马跳潭溪,03000000,家庭伦理,家庭伦理 + 权谋战争 + 离别流亡,45.433181,scene_004,13,221,26,93,0.286154,剧情存在多峰值推进
03054004,水镜庄,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,30.793207,scene_006,7,216,18,56,0.366013,剧情存在多峰值推进
03054005,取樊城,03000000,权谋战争,权谋战争 + 家庭伦理 + 离别流亡,44.24284,scene_011,18,215,19,54,0.315789,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
03054006,徐母骂曹,03000000,家庭伦理,家庭伦理 + 仕途功名 + 公案审判,48.551684,scene_001,5,110,8,20,0.714286,伦理/婚恋主题依赖较密集的人物关系呈现
03054007,走马荐诸葛,03000000,家庭伦理,家庭伦理 + 权谋战争 + 离别流亡,43.168578,scene_005,8,168,19,61,0.356725,
03054008,一请诸葛,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,37.716696,scene_004,7,187,22,64,0.277056,
03054009,三顾茅庐,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,26.714278,scene_001,5,239,13,42,0.538462,伦理/婚恋主题依赖较密集的人物关系呈现
03054010,三求计,03000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,36.26047,scene_002,11,311,18,67,0.437908,剧情存在多峰值推进
03055001,打潘豹,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,39.160638,scene_015,17,354,35,123,0.206723,剧情存在多峰值推进
03055002,双龙会,03000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,39.607338,scene_007,11,254,19,72,0.421053,剧情存在多峰值推进
